num_evaluations,StochasticHillClimbing2,StochasticHillClimbingNoDictEmpty,LatentCEM_LEAPS_Original,StochasticHillClimbingLLMDictMore,llmDictionaries,StochasticHillClimbingLLMDictRandom
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010.10101010101,0.2253325218764023,0.2573378182301779,0.08332439379072373,0.44975645910608986,0.011909677419354841,0.2479420364939438
2020.20202020202,0.30378983862930403,0.33119109749793957,0.0915994460215537,0.4663164744318627,0.011909677419354841,0.3418726367630331
3030.30303030303,0.3339810323049986,0.35357520053611513,0.095281867168477,0.5680792695904956,0.011909677419354841,0.5120166210232158
4040.40404040404,0.37657549265284346,0.39691204275846725,0.11176831806778989,0.5784656930131037,0.011909677419354841,0.6151186925968007
5050.50505050505,0.4217161909653358,0.46665929186103766,0.12813053426248083,0.594351945025439,0.011909677419354841,0.6372480818596239
6060.60606060606,0.4528957461976951,0.5031190492384015,0.13853416760318596,0.650060797931426,0.011909677419354841,0.6694020871523528
7070.707070707071,0.522551131328159,0.5031190492384015,0.163616613395689,0.6771812394792893,0.011909677419354841,0.7205940638509667
8080.80808080808,0.5449585015543946,0.5399888443724794,0.17414352613037914,0.6950939571835912,0.011909677419354841,0.7370327612413321
9090.90909090909,0.5542666464405448,0.5548874185594029,0.17873285357330898,0.700651556445002,0.011909677419354841,0.7492616742346117
10101.0101010101,0.5665251234576918,0.574278723336941,0.18246216663213438,0.7143570115186665,0.011909677419354841,0.7579784233533018
11111.111111111111,0.5718869915719473,0.5822175548965999,0.187644334801805,0.7319845321458388,0.011909677419354841,0.7682310673775969
12121.21212121212,0.5836665135907342,0.5901454572067056,0.1904596952446071,0.7319845321458388,0.011909677419354841,0.7886806554186296
13131.31313131313,0.5942881656601324,0.5976536779978916,0.19474433597560684,0.737809017860419,0.011909677419354841,0.7886806554186296
14141.414141414141,0.5942881656601324,0.5976536779978916,0.19719702141970044,0.737809017860419,0.011909677419354841,0.7983305126831911
15151.51515151515,0.5983258918021356,0.5976536779978916,0.20137652956399346,0.7507687226236066,0.011909677419354841,0.8096701335711289
16161.61616161616,0.6017004857655799,0.5976536779978916,0.20918296296388791,0.7507687226236066,0.011909677419354841,0.8418915771593334
17171.71717171717,0.6017004857655799,0.5976536779978916,0.21132244828275032,0.7704227050623499,0.011909677419354841,0.8418915771593334
18181.81818181818,0.6048516882796922,0.5976536779978916,0.2144811760712574,0.7704227050623499,0.011909677419354841,0.8418915771593334
19191.91919191919,0.6048516882796922,0.5976536779978916,0.21542659368434375,0.7733054664024602,0.011909677419354841,0.8418915771593334
20202.0202020202,0.6080932189850831,0.5976536779978916,0.21997583707130533,0.7733054664024602,0.011909677419354841,0.8830725027605055
21212.121212121212,0.6080932189850831,0.5976536779978916,0.22581313711038883,0.7799182372549711,0.011909677419354841,0.8883478793652543
22222.222222222223,0.6080932189850831,0.5976536779978916,0.23118020068808526,0.784770396048147,0.011909677419354841,0.8924201924331079
23232.32323232323,0.6080932189850831,0.5976536779978916,0.2398683973150431,0.7931040671589751,0.011909677419354841,0.8924201924331079
24242.42424242424,0.6149372866339101,0.6115488062605989,0.24869189332899558,0.8008915142476785,0.011909677419354841,0.8933178071886563
25252.52525252525,0.6249973779715783,0.6115488062605989,0.2566220736829709,0.8008915142476785,0.011909677419354841,0.8940311346503229
26262.62626262626,0.6282887997114304,0.6183240091952137,0.2581124956742438,0.8008915142476785,0.011909677419354841,0.8940311346503229
27272.727272727272,0.6316180987112202,0.6183240091952137,0.2610509302393537,0.8008915142476785,0.011909677419354841,0.8940311346503229
28282.828282828283,0.6316180987112202,0.6183240091952137,0.2672647627808522,0.8008915142476785,0.011909677419354841,0.8940311346503229
29292.92929292929,0.6470711868490016,0.6458613322169052,0.27577270817714583,0.8039108138782577,0.011909677419354841,0.8940311346503229
30303.0303030303,0.6547564334582853,0.6593405157502398,0.2772739166323819,0.8068806652077642,0.011909677419354841,0.8940311346503229
31313.13131313131,0.6547564334582853,0.6593405157502398,0.2782168470974181,0.8150786692586468,0.011909677419354841,0.8940311346503229
32323.23232323232,0.6569320370174286,0.6620464834141955,0.2787165699589107,0.8150786692586468,0.011909677419354841,0.8940311346503229
33333.33333333333,0.6595057782141002,0.6620464834141955,0.27990761986972035,0.8208472781629562,0.011909677419354841,0.8940311346503229
34343.43434343434,0.6595057782141002,0.6620464834141955,0.2824738137402021,0.8333715136345436,0.011909677419354841,0.894739643718635
35353.53535353535,0.6595057782141002,0.6620464834141955,0.283961856408142,0.8333715136345436,0.011909677419354841,0.894739643718635
36363.63636363636,0.6595057782141002,0.6620464834141955,0.29011172956063747,0.8333715136345436,0.011909677419354841,0.894739643718635
37373.73737373737,0.6595057782141002,0.6620464834141955,0.2928878339649369,0.8333715136345436,0.011909677419354841,0.894739643718635
38383.83838383838,0.6595057782141002,0.6620464834141955,0.30176660097579233,0.8454665009675761,0.011909677419354841,0.894739643718635
39393.93939393939,0.6595057782141002,0.6620464834141955,0.3058227951221123,0.8454665009675761,0.011909677419354841,0.894739643718635
40404.0404040404,0.6610291272756575,0.6644423582791144,0.308221393830996,0.8466927806287031,0.011909677419354841,0.894739643718635
41414.14141414141,0.6610291272756575,0.6644423582791144,0.31166767285953834,0.8479822546203123,0.011909677419354841,0.894739643718635
42424.242424242424,0.6610291272756575,0.6644423582791144,0.31166767285953834,0.8494863859003744,0.011909677419354841,0.894739643718635
43434.343434343435,0.6639720587089099,0.6688377964123282,0.3123162580245734,0.8513023454702123,0.011909677419354841,0.8969513702205976
44444.444444444445,0.6639720587089099,0.6688377964123282,0.31281929227833893,0.8513023454702123,0.011909677419354841,0.8969513702205976
45454.54545454545,0.6655980787186537,0.6713047758209543,0.31331887311134665,0.8535442741126856,0.011909677419354841,0.8969513702205976
46464.64646464646,0.6655980787186537,0.6713047758209543,0.31331887311134665,0.8535442741126856,0.011909677419354841,0.8969513702205976
47474.74747474747,0.6739147241017823,0.6829756308834821,0.3156550947216008,0.8535442741126856,0.011909677419354841,0.8969513702205976
48484.84848484848,0.6739147241017823,0.6829756308834821,0.3178119117444708,0.8563083152885081,0.011909677419354841,0.8969513702205976
49494.94949494949,0.6739147241017823,0.6829756308834821,0.3188164680678681,0.8631645179551988,0.011909677419354841,0.8969513702205976
50505.0505050505,0.6961615681957878,0.6829756308834821,0.3196754411780773,0.8631645179551988,0.011909677419354841,0.8969513702205976
51515.15151515151,0.6961615681957878,0.6829756308834821,0.3196754411780773,0.8631645179551988,0.011909677419354841,0.8969513702205976
52525.25252525252,0.7006962611849081,0.6882482402955092,0.3196754411780773,0.8631645179551988,0.011909677419354841,0.8969513702205976
53535.35353535353,0.7006962611849081,0.6882482402955092,0.3196754411780773,0.8631645179551988,0.011909677419354841,0.8969513702205976
